1	843
2	21.5
3	70.7
4	23.89999962
1	842
2	21.39999962
3	70.51999931
4	23.89999962
1	842
2	21.29999924
3	70.33999863
4	23.89999962
1	832
2	21.29999924
3	70.33999863
4	23.89999962
1	843
2	21.29999924
3	70.51999931
4	23.89999962
1	842
2	21.29999924
3	70.51999931
4	23.89999962
1	843
2	21.39999962
3	70.7
4	23.89999962
1	844
2	21.5
3	72.31999931
4	23.89999962
1	842
2	21.5
3	70.51999931
4	23.89999962
1	843
2	21.29999924
3	70.33999863
4	23.89999962
1	847
2	21.20000076
3	70.33999863
4	23.89999962
1	842
2	21.29999924
3	70.33999863
4	23.89999962
1	843
2	21.29999924
3	70.33999863
4	23.89999962
1	843
2	21.29999924
3	70.33999863
4	23.89999962
1	842
2	21.39999962
3	70.51999931
4	23.89999962
1	847
2	21.39999962
3	70.51999931
4	23.89999962
1	842
2	21.39999962
3	70.7
4	23.79999924
1	842
2	21.39999962
3	70.7
4	23.89999962
1	843
2	21.5
3	70.51999931
4	23.89999962
1	843
2	21.39999962
3	70.51999931
4	23.79999924
1	841
2	21.29999924
3	70.7
4	23.89999962
1	843
2	21.5
3	70.7
4	23.89999962
1	843
2	21.39999962
3	69.98000069
4	23.89999962
1	842
2	21.5
3	70.7
4	23.79999924
1	842
2	21.39999962
3	70.7
4	23.79999924
1	842
2	21.5
3	70.7
4	23.79999924
1	842
2	21.39999962
3	70.51999931
4	23.79999924
1	842
2	21.39999962
3	70.7
4	23.79999924
1	842
2	21.39999962
3	70.51999931
4	23.89999962
1	842
2	21.39999962
3	70.7
4	23.79999924
1	842
2	21.79999924
3	70.7
4	23.89999962
1	842
2	21.5
3	70.7
4	23.79999924
1	842
2	21.5
3	70.7
4	23.79999924
1	842
2	21.5
3	70.51999931
4	23.79999924
1	842
2	21.5
3	70.7
4	23.79999924
1	842
2	21.39999962
3	70.33999863
4	23.79999924
1	842
2	21.70000076
3	71.06000137
4	23.89999962
1	842
2	21.5
3	70.7
4	23.89999962
1	842
2	21.5
3	70.7
4	23.89999962
1	842
2	21.39999962
3	70.51999931
4	23.89999962
1	842
2	21.39999962
3	70.51999931
4	23.89999962
1	842
2	21.39999962
3	70.51999931
4	23.89999962
1	842
2	21.39999962
3	70.51999931
4	23.89999962
1	842
2	21.60000038
3	70.88000069
4	23.89999962
1	842
2	21.39999962
3	70.88000069
4	23.89999962
1	841
2	21.60000038
3	70.7
4	23.89999962
1	842
2	21.5
3	70.7
4	23.89999962
1	843
2	21.5
3	71.06000137
4	23.89999962
1	837
2	21.29999924
3	70.51999931
4	24.20000076
1	836
2	21.29999924
3	70.51999931
4	24.10000038
1	837
2	21.5
3	70.51999931
4	24.10000038
1	836
2	21.29999924
3	70.51999931
4	24.10000038
1	839
2	21.39999962
3	70.7
4	24.10000038
1	838
2	21.5
3	70.51999931
4	24.10000038
1	836
2	21.29999924
3	70.33999863
4	24.10000038
1	832
2	21.39999962
3	70.51999931
4	24.10000038
1	836
2	21.39999962
3	70.51999931
4	24.10000038
1	839
2	21.29999924
3	70.51999931
4	24.10000038
1	837
2	21.39999962
3	70.7
4	24.10000038
1	841
2	21.39999962
3	70.51999931
4	24.10000038
